================================================================================
                FINAL AGENT B CURRICULUM TRAJECTORY TRACE (ALL STEPS)
================================================================================
Step  | Lane ID         | Edge ID      | Speed (m/s)  | Route Idx | Remaining Route
465   | circ_N_W_0      | circ_N_W     | 7.24         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
466   | circ_N_W_0      | circ_N_W     | 7.25         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
467   | circ_N_W_0      | circ_N_W     | 7.25         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
468   | circ_N_W_0      | circ_N_W     | 7.26         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
469   | circ_N_W_0      | circ_N_W     | 7.26         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
470   | circ_N_W_0      | circ_N_W     | 7.27         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
471   | circ_N_W_0      | circ_N_W     | 7.27         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
472   | :W_1_0          | :W_1         | 7.27         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
473   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
474   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
475   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
476   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
477   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
478   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
479   | :W_1_0          | :W_1         | 7.28         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
480   | :W_1_0          | :W_1         | 7.27         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
481   | :W_1_0          | :W_1         | 7.27         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
482   | :W_1_0          | :W_1         | 7.26         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
483   | :W_1_0          | :W_1         | 7.25         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
484   | :W_1_0          | :W_1         | 7.23         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
485   | :W_1_0          | :W_1         | 7.21         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
486   | :W_1_0          | :W_1         | 7.20         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
487   | :W_1_0          | :W_1         | 7.20         | 1         | ('circ_N_W', 'circ_W_S', 'exit_S')
488   | circ_W_S_0      | circ_W_S     | 7.19         | 2         | ('circ_W_S', 'exit_S')
489   | circ_W_S_0      | circ_W_S     | 7.17         | 2         | ('circ_W_S', 'exit_S')
490   | circ_W_S_0      | circ_W_S     | 7.16         | 2         | ('circ_W_S', 'exit_S')
491   | circ_W_S_0      | circ_W_S     | 7.14         | 2         | ('circ_W_S', 'exit_S')
492   | circ_W_S_0      | circ_W_S     | 7.13         | 2         | ('circ_W_S', 'exit_S')
493   | circ_W_S_0      | circ_W_S     | 7.10         | 2         | ('circ_W_S', 'exit_S')
494   | circ_W_S_0      | circ_W_S     | 7.08         | 2         | ('circ_W_S', 'exit_S')
495   | circ_W_S_0      | circ_W_S     | 7.06         | 2         | ('circ_W_S', 'exit_S')
496   | circ_W_S_0      | circ_W_S     | 7.03         | 2         | ('circ_W_S', 'exit_S')
497   | circ_W_S_0      | circ_W_S     | 7.00         | 2         | ('circ_W_S', 'exit_S')
498   | circ_W_S_0      | circ_W_S     | 6.97         | 2         | ('circ_W_S', 'exit_S')
499   | circ_W_S_0      | circ_W_S     | 6.94         | 2         | ('circ_W_S', 'exit_S')
500   | circ_W_S_0      | circ_W_S     | 6.91         | 2         | ('circ_W_S', 'exit_S')
501   | circ_W_S_0      | circ_W_S     | 6.87         | 2         | ('circ_W_S', 'exit_S')
502   | circ_W_S_0      | circ_W_S     | 6.84         | 2         | ('circ_W_S', 'exit_S')
503   | circ_W_S_0      | circ_W_S     | 6.81         | 2         | ('circ_W_S', 'exit_S')
504   | circ_W_S_0      | circ_W_S     | 6.77         | 2         | ('circ_W_S', 'exit_S')
505   | circ_W_S_0      | circ_W_S     | 6.73         | 2         | ('circ_W_S', 'exit_S')
506   | circ_W_S_0      | circ_W_S     | 6.70         | 2         | ('circ_W_S', 'exit_S')
507   | circ_W_S_0      | circ_W_S     | 6.66         | 2         | ('circ_W_S', 'exit_S')
508   | circ_W_S_0      | circ_W_S     | 6.62         | 2         | ('circ_W_S', 'exit_S')
509   | circ_W_S_0      | circ_W_S     | 6.59         | 2         | ('circ_W_S', 'exit_S')
510   | circ_W_S_0      | circ_W_S     | 6.58         | 2         | ('circ_W_S', 'exit_S')
511   | circ_W_S_0      | circ_W_S     | 6.58         | 2         | ('circ_W_S', 'exit_S')
512   | circ_W_S_0      | circ_W_S     | 6.57         | 2         | ('circ_W_S', 'exit_S')
513   | circ_W_S_0      | circ_W_S     | 6.57         | 2         | ('circ_W_S', 'exit_S')
514   | circ_W_S_0      | circ_W_S     | 6.56         | 2         | ('circ_W_S', 'exit_S')
515   | circ_W_S_0      | circ_W_S     | 6.55         | 2         | ('circ_W_S', 'exit_S')
516   | circ_W_S_0      | circ_W_S     | 6.54         | 2         | ('circ_W_S', 'exit_S')
517   | circ_W_S_0      | circ_W_S     | 6.52         | 2         | ('circ_W_S', 'exit_S')
518   | circ_W_S_0      | circ_W_S     | 6.51         | 2         | ('circ_W_S', 'exit_S')
519   | circ_W_S_0      | circ_W_S     | 6.49         | 2         | ('circ_W_S', 'exit_S')
520   | circ_W_S_0      | circ_W_S     | 6.46         | 2         | ('circ_W_S', 'exit_S')
521   | circ_W_S_0      | circ_W_S     | 6.44         | 2         | ('circ_W_S', 'exit_S')
522   | circ_W_S_0      | circ_W_S     | 6.42         | 2         | ('circ_W_S', 'exit_S')
523   | circ_W_S_0      | circ_W_S     | 6.39         | 2         | ('circ_W_S', 'exit_S')
524   | circ_W_S_0      | circ_W_S     | 6.36         | 2         | ('circ_W_S', 'exit_S')
525   | circ_W_S_0      | circ_W_S     | 6.33         | 2         | ('circ_W_S', 'exit_S')
526   | circ_W_S_0      | circ_W_S     | 6.30         | 2         | ('circ_W_S', 'exit_S')
527   | circ_W_S_0      | circ_W_S     | 6.26         | 2         | ('circ_W_S', 'exit_S')
528   | circ_W_S_0      | circ_W_S     | 6.23         | 2         | ('circ_W_S', 'exit_S')
529   | circ_W_S_0      | circ_W_S     | 6.19         | 2         | ('circ_W_S', 'exit_S')
530   | circ_W_S_0      | circ_W_S     | 6.16         | 2         | ('circ_W_S', 'exit_S')
531   | circ_W_S_0      | circ_W_S     | 6.13         | 2         | ('circ_W_S', 'exit_S')
532   | circ_W_S_0      | circ_W_S     | 6.09         | 2         | ('circ_W_S', 'exit_S')
533   | circ_W_S_0      | circ_W_S     | 6.05         | 2         | ('circ_W_S', 'exit_S')
534   | circ_W_S_0      | circ_W_S     | 6.02         | 2         | ('circ_W_S', 'exit_S')
535   | circ_W_S_0      | circ_W_S     | 5.98         | 2         | ('circ_W_S', 'exit_S')
536   | circ_W_S_0      | circ_W_S     | 5.96         | 2         | ('circ_W_S', 'exit_S')
537   | circ_W_S_0      | circ_W_S     | 5.95         | 2         | ('circ_W_S', 'exit_S')
538   | circ_W_S_0      | circ_W_S     | 5.93         | 2         | ('circ_W_S', 'exit_S')
539   | circ_W_S_0      | circ_W_S     | 5.90         | 2         | ('circ_W_S', 'exit_S')
540   | circ_W_S_0      | circ_W_S     | 5.88         | 2         | ('circ_W_S', 'exit_S')
541   | circ_W_S_0      | circ_W_S     | 5.87         | 2         | ('circ_W_S', 'exit_S')
542   | circ_W_S_0      | circ_W_S     | 5.86         | 2         | ('circ_W_S', 'exit_S')
543   | circ_W_S_0      | circ_W_S     | 5.84         | 2         | ('circ_W_S', 'exit_S')
544   | :S_1_0          | :S_1         | 5.82         | 2         | ('circ_W_S', 'exit_S')
545   | :S_1_0          | :S_1         | 5.80         | 2         | ('circ_W_S', 'exit_S')
546   | :S_1_0          | :S_1         | 5.78         | 2         | ('circ_W_S', 'exit_S')
547   | :S_1_0          | :S_1         | 5.75         | 2         | ('circ_W_S', 'exit_S')
548   | :S_1_0          | :S_1         | 5.72         | 2         | ('circ_W_S', 'exit_S')
549   | :S_1_0          | :S_1         | 5.70         | 2         | ('circ_W_S', 'exit_S')
550   | :S_1_0          | :S_1         | 5.67         | 2         | ('circ_W_S', 'exit_S')
551   | :S_1_0          | :S_1         | 5.64         | 2         | ('circ_W_S', 'exit_S')
552   | :S_1_0          | :S_1         | 5.60         | 2         | ('circ_W_S', 'exit_S')
553   | :S_1_0          | :S_1         | 5.57         | 2         | ('circ_W_S', 'exit_S')
554   | :S_1_0          | :S_1         | 5.54         | 2         | ('circ_W_S', 'exit_S')
555   | :S_1_0          | :S_1         | 5.51         | 2         | ('circ_W_S', 'exit_S')
556   | :S_1_0          | :S_1         | 5.47         | 2         | ('circ_W_S', 'exit_S')
557   | exit_S_0        | exit_S       | 5.44         | 3         | ('exit_S',)
--------------------------------------------------------------------------------
Episode ended at step 557 with outcome: SUCCESS
================================================================================
